call_id,customer_id,vehicle_id,agent_id,branch,call_date,call_type,issue_category,priority,call_duration_mins,call_notes
12818,4259,5785,220,Suramangalam,2025-09-24,Complaint,Engine Overheating,High,7,Customer reports engine overheating during long rides.
12819,4259,5785,221,Suramangalam,2025-03-06,Complaint,Engine Overheating,High,18,Customer reports engine overheating during long rides.
12820,4259,5785,221,Suramangalam,2025-10-22,Complaint,Low Mileage,Low,14,Fuel consumption concern raised.
12821,4260,5786,5,Anna Nagar,2024-09-26,Complaint,Engine Vibration,Low,8,Excessive engine vibration observed.
12822,4260,5786,4,Anna Nagar,2025-12-17,Complaint,Engine Vibration,Low,2,Engine vibration requires inspection.
12823,4260,5786,4,Anna Nagar,2025-10-03,Follow Up,Previous Complaint Follow Up,Medium,14,Customer requested update regarding previous complaint follow up.
12824,4260,5786,1,Anna Nagar,2025-12-15,Service Inquiry,Wheel Alignment,Medium,17,Customer contacted branch regarding wheel alignment.
12825,4260,5786,10,Anna Nagar,2025-04-04,Complaint,Wheel Alignment Issue,Low,5,Customer reports alignment concern.
12826,4261,5787,108,Singanallur,2024-12-11,Complaint,Tyre Wear,Low,4,Customer concerned about tyre condition.
12827,4261,5787,114,Singanallur,2025-07-12,Follow Up,Repair Status Check,Medium,20,Customer requested update regarding repair status check.
12828,4261,5787,109,Singanallur,2024-12-22,Complaint,Battery Issue,Medium,20,Battery not retaining charge properly.
12829,4261,5787,112,Singanallur,2024-10-14,Complaint,Battery Issue,Medium,9,Battery discharge observed frequently.
12830,4261,5787,114,Singanallur,2024-12-12,Complaint,Tyre Wear,Low,24,Uneven tyre wear observed.
12831,4262,5788,68,RS Puram,2025-06-20,Complaint,Oil Leakage,Medium,6,Engine oil leakage suspected.
12832,4262,5788,69,RS Puram,2024-11-17,Service Inquiry,Periodic Service,Medium,23,Customer contacted branch regarding periodic service.
12833,4262,5789,67,RS Puram,2024-08-01,Complaint,Tyre Wear,Low,24,Uneven tyre wear observed.
12834,4262,5789,73,RS Puram,2025-01-14,Service Inquiry,Oil Change,Low,15,Customer contacted branch regarding oil change.
12835,4263,5790,88,Saibaba Colony,2026-02-19,Complaint,Battery Drain,Low,9,Battery draining overnight.
12836,4263,5790,89,Saibaba Colony,2025-04-10,Complaint,Battery Drain,Low,3,Battery draining overnight.
12837,4263,5790,96,Saibaba Colony,2025-04-16,Service Inquiry,Battery Check,Low,14,Customer contacted branch regarding battery check.
12838,4264,5791,34,Porur,2026-05-19,Complaint,Low Mileage,Low,9,Mileage lower than expected.
12839,4264,5791,42,Porur,2026-02-09,Complaint,Battery Drain,Low,10,Battery losing charge within short periods.
12840,4265,5792,126,KK Nagar,2026-02-19,Follow Up,Service Status Check,Medium,19,Customer requested update regarding service status check.
12841,4265,5792,115,KK Nagar,2025-04-01,Complaint,Suspension Noise,Low,11,Customer reports unusual suspension sound.
12842,4265,5792,125,KK Nagar,2024-06-29,Complaint,Oil Leakage,Medium,20,Oil leakage observed beneath vehicle.
12843,4265,5792,125,KK Nagar,2025-05-06,Service Inquiry,Wheel Alignment,Medium,7,Customer contacted branch regarding wheel alignment.
12844,4265,5792,127,KK Nagar,2025-09-10,Service Inquiry,Brake Inspection,Medium,11,Customer contacted branch regarding brake inspection.
12845,4266,5793,195,Hasthampatti,2025-01-23,Complaint,Vehicle Not Starting,Low,9,Vehicle fails to start intermittently.
12846,4267,5794,73,RS Puram,2024-10-10,Complaint,Brake Failure,High,15,Braking response reduced unexpectedly.
12847,4267,5794,68,RS Puram,2025-04-26,Complaint,Clutch Issue,Low,15,Clutch response not smooth.
12848,4267,5794,67,RS Puram,2025-04-08,Complaint,Suspension Noise,Low,14,Noise noticed while crossing speed breakers.
12849,4267,5794,70,RS Puram,2025-07-09,Service Inquiry,Oil Change,Medium,16,Customer contacted branch regarding oil change.
12850,4267,5794,74,RS Puram,2025-05-13,Complaint,Oil Leakage,Medium,14,Oil leakage observed beneath vehicle.
12851,4268,5795,160,Thirunagar,2025-02-04,Service Inquiry,Wheel Alignment,Low,12,Customer contacted branch regarding wheel alignment.
12852,4268,5795,157,Thirunagar,2024-12-14,Complaint,Exhaust Heating,Low,11,Customer reports excessive heat near exhaust area.
12853,4268,5795,159,Thirunagar,2024-06-01,Complaint,Tyre Wear,Low,13,Tyre replacement may be required.
12854,4269,5796,215,Ammapet,2026-04-25,Complaint,Clutch Issue,Low,16,Clutch assembly inspection requested.
12855,4269,5796,215,Ammapet,2026-03-08,Complaint,Battery Drain,Low,19,Battery losing charge within short periods.
12856,4269,5796,214,Ammapet,2025-04-18,Complaint,Tyre Wear,Low,10,Customer concerned about tyre condition.
12857,4269,5796,212,Ammapet,2025-09-03,Complaint,Fuel Leakage,High,15,Fuel dripping observed near fuel line.
12858,4269,5796,215,Ammapet,2025-02-04,Complaint,Clutch Issue,Low,4,Clutch response not smooth.
12859,4270,5797,4,Anna Nagar,2026-01-27,Service Inquiry,General Checkup,Low,3,Customer contacted branch regarding general checkup.
12860,4270,5797,2,Anna Nagar,2025-04-09,Service Inquiry,Periodic Service,Medium,7,Customer contacted branch regarding periodic service.
12861,4270,5797,1,Anna Nagar,2025-06-19,Service Inquiry,Engine Inspection,Low,15,Customer contacted branch regarding engine inspection.
12862,4270,5797,6,Anna Nagar,2024-11-26,Complaint,Fuel Leakage,High,16,Customer noticed fuel leakage smell.
12863,4270,5797,1,Anna Nagar,2026-03-18,Follow Up,Service Status Check,Medium,2,Customer requested update regarding service status check.
12864,4271,5798,62,Gandhipuram,2026-02-07,Follow Up,Escalation Follow Up,Medium,21,Customer requested update regarding escalation follow up.
12865,4272,5800,4,Anna Nagar,2024-10-17,Complaint,Engine Overheating,High,4,Customer reports engine overheating during long rides.
12866,4272,5800,6,Anna Nagar,2024-08-17,Complaint,Oil Leakage,Medium,18,Customer reports oil dripping after parking.
12867,4272,5799,8,Anna Nagar,2026-05-03,Complaint,Fuel Leakage,High,8,Possible fuel system leakage reported.
12868,4272,5800,2,Anna Nagar,2025-05-28,Service Inquiry,Wheel Alignment,Medium,7,Customer contacted branch regarding wheel alignment.
12869,4273,5802,225,Suramangalam,2026-03-12,Service Inquiry,General Checkup,Low,10,Customer contacted branch regarding general checkup.
12870,4273,5802,225,Suramangalam,2026-04-14,Service Inquiry,Periodic Service,Low,22,Customer contacted branch regarding periodic service.
12871,4274,5803,211,Ammapet,2025-01-10,Complaint,Engine Vibration,Low,25,Engine vibration requires inspection.
12872,4274,5803,212,Ammapet,2025-06-01,Complaint,Engine Vibration,Low,24,Customer reports unusual vibration while riding.
12873,4274,5803,215,Ammapet,2025-04-18,Complaint,Exhaust Heating,Low,12,Customer reports excessive heat near exhaust area.
12874,4274,5803,216,Ammapet,2026-02-28,Complaint,Exhaust Heating,Low,23,Customer reports excessive heat near exhaust area.
12875,4275,5804,230,Omalur,2024-06-22,General Query,Roadside Assistance,Low,20,Customer requested information regarding roadside assistance.
12876,4275,5804,233,Omalur,2024-07-12,Complaint,Low Mileage,Low,6,Fuel consumption concern raised.
12877,4275,5804,236,Omalur,2025-12-13,Complaint,Low Mileage,Low,2,Mileage lower than expected.
12878,4275,5804,228,Omalur,2024-10-05,Complaint,Battery Drain,Low,5,Battery losing charge within short periods.
12879,4276,5807,231,Omalur,2025-04-16,Complaint,Wheel Alignment Issue,Low,20,Customer reports alignment concern.
12880,4276,5807,228,Omalur,2026-05-31,General Query,AMC Plan Details,Low,25,Customer requested information regarding amc plan details.
12881,4277,5808,163,Thirunagar,2024-10-10,Complaint,Engine Overheating,High,22,Vehicle becoming excessively hot after continuous usage.
12882,4277,5808,165,Thirunagar,2026-03-02,Follow Up,Previous Complaint Follow Up,Medium,5,Customer requested update regarding previous complaint follow up.
12883,4277,5808,154,Thirunagar,2025-08-30,Follow Up,Escalation Follow Up,Medium,21,Customer requested update regarding escalation follow up.
12884,4277,5808,165,Thirunagar,2026-01-12,Complaint,Oil Leakage,Medium,18,Engine oil leakage suspected.
12885,4277,5808,160,Thirunagar,2024-07-16,Complaint,Tyre Wear,Low,25,Uneven tyre wear observed.
12886,4278,5809,226,Suramangalam,2025-10-20,Complaint,Engine Overheating,High,13,Engine temperature rises significantly in traffic conditions.
12887,4278,5809,223,Suramangalam,2025-07-02,Complaint,Battery Drain,Low,4,Battery draining overnight.
12888,4278,5809,225,Suramangalam,2024-06-01,Follow Up,Service Status Check,Medium,25,Customer requested update regarding service status check.
12889,4278,5809,218,Suramangalam,2024-09-01,Complaint,Oil Leakage,Medium,13,Oil leakage observed beneath vehicle.
12890,4279,5811,283,KK Nagar Trichy,2025-07-08,Follow Up,Previous Complaint Follow Up,Medium,6,Customer requested update regarding previous complaint follow up.
12891,4279,5811,289,KK Nagar Trichy,2024-11-14,Complaint,Battery Drain,Low,7,Battery draining overnight.
12892,4279,5810,285,KK Nagar Trichy,2025-02-01,Complaint,Engine Overheating,High,17,Engine temperature rises significantly in traffic conditions.
12893,4279,5811,285,KK Nagar Trichy,2025-03-12,Complaint,Oil Leakage,Medium,7,Customer reports oil dripping after parking.
12894,4280,5812,234,Omalur,2024-08-15,Service Inquiry,Chain Adjustment,Low,6,Customer contacted branch regarding chain adjustment.
12895,4280,5812,233,Omalur,2025-02-05,Complaint,Vehicle Not Starting,Low,25,Vehicle fails to start intermittently.
12896,4280,5812,236,Omalur,2025-03-23,Follow Up,Service Status Check,Medium,19,Customer requested update regarding service status check.
12897,4280,5812,234,Omalur,2024-09-06,Complaint,Tyre Wear,Low,13,Customer concerned about tyre condition.
12898,4281,5813,253,Thillai Nagar,2024-07-29,Complaint,Tyre Wear,Low,22,Tyre replacement may be required.
12899,4282,5814,98,Saibaba Colony,2025-07-24,Service Inquiry,Wheel Alignment,Low,25,Customer contacted branch regarding wheel alignment.
12900,4282,5814,100,Saibaba Colony,2024-07-12,Service Inquiry,Brake Inspection,Low,8,Customer contacted branch regarding brake inspection.
12901,4282,5814,91,Saibaba Colony,2025-12-20,Complaint,Exhaust Heating,Low,10,Exhaust section becoming unusually hot during rides.
12902,4283,5815,250,Thillai Nagar,2024-09-10,Complaint,Exhaust Heating,Low,23,Exhaust section becoming unusually hot during rides.
12903,4283,5815,248,Thillai Nagar,2026-01-10,Service Inquiry,Engine Inspection,Medium,10,Customer contacted branch regarding engine inspection.
12904,4283,5815,247,Thillai Nagar,2025-05-14,Complaint,Exhaust Heating,Low,13,Customer reports excessive heat near exhaust area.
12905,4283,5815,246,Thillai Nagar,2024-08-22,Complaint,Battery Issue,Medium,24,Battery discharge observed frequently.
12906,4283,5815,248,Thillai Nagar,2026-05-21,Complaint,Wheel Alignment Issue,Low,8,Wheel alignment inspection requested.
12907,4284,5816,285,KK Nagar Trichy,2025-07-02,Complaint,Oil Leakage,Medium,24,Engine oil leakage suspected.
12908,4284,5816,288,KK Nagar Trichy,2026-01-28,Complaint,Low Mileage,Low,2,Mileage lower than expected.
12909,4284,5816,283,KK Nagar Trichy,2025-08-10,General Query,Warranty Information,Low,21,Customer requested information regarding warranty information.
12910,4285,5817,252,Thillai Nagar,2026-05-08,Service Inquiry,Oil Change,Medium,14,Customer contacted branch regarding oil change.
12911,4285,5817,248,Thillai Nagar,2025-04-26,Complaint,Engine Overheating,High,23,Vehicle becoming excessively hot after continuous usage.
12912,4286,5818,278,Woraiyur,2026-02-22,Follow Up,Escalation Follow Up,Medium,2,Customer requested update regarding escalation follow up.
12913,4286,5818,271,Woraiyur,2026-02-13,Complaint,Exhaust Heating,Low,17,Exhaust section becoming unusually hot during rides.
12914,4287,5820,46,T Nagar,2026-01-21,Service Inquiry,Brake Inspection,Low,20,Customer contacted branch regarding brake inspection.
12915,4287,5820,52,T Nagar,2026-05-18,Complaint,Self Start Problem,Low,12,Customer reports difficulty starting vehicle.
12916,4288,5821,149,Mattuthavani,2026-01-08,Service Inquiry,Brake Inspection,Medium,10,Customer contacted branch regarding brake inspection.
12917,4289,5823,250,Thillai Nagar,2025-08-30,Complaint,Tyre Wear,Low,17,Tyre replacement may be required.
12918,4289,5823,254,Thillai Nagar,2025-03-28,Complaint,Low Mileage,Low,25,Mileage lower than expected.
12919,4289,5822,247,Thillai Nagar,2024-06-16,Service Inquiry,Engine Inspection,Medium,20,Customer contacted branch regarding engine inspection.
12920,4289,5822,252,Thillai Nagar,2024-07-05,Complaint,Suspension Noise,Low,15,Noise noticed while crossing speed breakers.
12921,4290,5825,157,Thirunagar,2024-07-07,Complaint,Low Mileage,Low,17,Customer dissatisfied with fuel efficiency.
12922,4291,5826,114,Singanallur,2025-05-04,Complaint,Wheel Alignment Issue,Low,20,Customer reports alignment concern.
12923,4291,5826,110,Singanallur,2026-03-22,Service Inquiry,Brake Inspection,Low,24,Customer contacted branch regarding brake inspection.
12924,4291,5826,114,Singanallur,2026-05-31,Service Inquiry,General Checkup,Low,5,Customer contacted branch regarding general checkup.
12925,4292,5827,100,Saibaba Colony,2024-09-16,Service Inquiry,Engine Inspection,Medium,24,Customer contacted branch regarding engine inspection.
12926,4292,5827,88,Saibaba Colony,2025-11-06,Complaint,Brake Failure,High,7,Braking response reduced unexpectedly.
12927,4292,5827,90,Saibaba Colony,2024-11-01,Complaint,Gear Shift Problem,Low,23,Gear transition not smooth.
12928,4292,5827,91,Saibaba Colony,2025-11-16,Complaint,Wheel Alignment Issue,Low,19,Vehicle pulling to one side.
12929,4292,5827,88,Saibaba Colony,2025-10-02,Complaint,Exhaust Heating,Low,19,Customer reports excessive heat near exhaust area.
12930,4293,5828,159,Thirunagar,2025-05-04,Complaint,Low Mileage,Low,6,Mileage lower than expected.
12931,4293,5828,162,Thirunagar,2024-09-09,Complaint,Low Mileage,Low,16,Fuel consumption concern raised.
12932,4293,5828,159,Thirunagar,2026-05-18,Service Inquiry,Brake Inspection,Low,6,Customer contacted branch regarding brake inspection.
12933,4293,5828,155,Thirunagar,2024-12-25,Complaint,Engine Overheating,High,15,Customer reports engine overheating during long rides.
12934,4293,5829,161,Thirunagar,2024-06-18,Complaint,Self Start Problem,Low,12,Self start system requires checking.
12935,4294,5831,105,Singanallur,2025-06-18,General Query,Service Cost Inquiry,Low,19,Customer requested information regarding service cost inquiry.
12936,4294,5831,112,Singanallur,2025-03-17,Complaint,Engine Overheating,High,21,Engine temperature rises significantly in traffic conditions.
12937,4295,5832,188,Fairlands,2024-11-20,Complaint,Low Mileage,Low,17,Customer dissatisfied with fuel efficiency.
12938,4295,5832,185,Fairlands,2026-03-31,Complaint,Low Mileage,Low,18,Fuel consumption concern raised.
12939,4295,5832,188,Fairlands,2025-01-27,General Query,AMC Plan Details,Low,21,Customer requested information regarding amc plan details.
12940,4295,5832,189,Fairlands,2025-08-31,Complaint,Low Mileage,Low,21,Customer dissatisfied with fuel efficiency.
12941,4295,5832,192,Fairlands,2024-09-16,General Query,Service Cost Inquiry,Low,4,Customer requested information regarding service cost inquiry.
12942,4296,5833,50,T Nagar,2026-03-06,Service Inquiry,Brake Inspection,Medium,16,Customer contacted branch regarding brake inspection.
12943,4296,5833,48,T Nagar,2024-12-13,Complaint,Exhaust Heating,Low,9,Exhaust section becoming unusually hot during rides.
12944,4296,5833,43,T Nagar,2024-10-26,Complaint,Electrical Fault,Low,12,Electrical system malfunction reported.
12945,4297,5834,255,Thillai Nagar,2024-07-31,Complaint,Fuel Leakage,High,5,Fuel dripping observed near fuel line.
12946,4297,5834,253,Thillai Nagar,2025-10-04,Complaint,Vehicle Not Starting,Low,5,Starting issue reported.
12947,4298,5835,120,KK Nagar,2025-07-14,Complaint,Engine Overheating,High,9,Vehicle becoming excessively hot after continuous usage.
12948,4298,5835,124,KK Nagar,2026-03-27,Complaint,Battery Issue,Medium,5,Battery discharge observed frequently.
12949,4299,5836,17,Velachery,2024-06-27,Complaint,Gear Shift Problem,Low,25,Gear transition not smooth.
12950,4299,5836,11,Velachery,2025-10-17,General Query,Service Center Location,Low,23,Customer requested information regarding service center location.
12951,4300,5837,72,RS Puram,2025-12-10,Complaint,Brake Failure,High,10,Braking response reduced unexpectedly.
12952,4300,5837,74,RS Puram,2024-12-22,Complaint,Battery Drain,Low,17,Battery draining overnight.
12953,4300,5837,69,RS Puram,2025-07-27,Complaint,Suspension Noise,Low,13,Suspension producing noise on rough roads.
12954,4300,5837,70,RS Puram,2024-08-17,Service Inquiry,Engine Inspection,Medium,7,Customer contacted branch regarding engine inspection.
12955,4300,5837,67,RS Puram,2025-12-12,Follow Up,Previous Complaint Follow Up,Medium,14,Customer requested update regarding previous complaint follow up.
12956,4301,5838,9,Anna Nagar,2025-10-11,Complaint,Brake Failure,High,2,Braking response reduced unexpectedly.
12957,4302,5839,115,KK Nagar,2024-09-27,Complaint,Vehicle Not Starting,Low,14,Starting issue reported.
12958,4302,5839,127,KK Nagar,2026-03-04,Service Inquiry,Periodic Service,Medium,4,Customer contacted branch regarding periodic service.
12959,4302,5839,123,KK Nagar,2024-09-22,Service Inquiry,Battery Check,Medium,16,Customer contacted branch regarding battery check.
12960,4302,5839,127,KK Nagar,2024-06-17,Complaint,Brake Noise,Medium,4,Brake squeaking sound observed during usage.
12961,4303,5840,222,Suramangalam,2024-11-16,Complaint,Oil Leakage,Medium,2,Engine oil leakage suspected.
12962,4303,5840,220,Suramangalam,2025-06-22,Complaint,Tyre Wear,Low,12,Tyre replacement may be required.
12963,4303,5840,226,Suramangalam,2025-04-14,Complaint,Low Mileage,Low,25,Mileage lower than expected.
12964,4304,5841,40,Porur,2024-08-17,Complaint,Battery Drain,Low,14,Battery losing charge within short periods.
12965,4304,5841,37,Porur,2025-06-12,Follow Up,Repair Status Check,Medium,15,Customer requested update regarding repair status check.
12966,4304,5841,36,Porur,2026-04-25,Complaint,Fuel Leakage,High,7,Fuel dripping observed near fuel line.
12967,4304,5841,39,Porur,2025-06-19,General Query,Service Cost Inquiry,Low,2,Customer requested information regarding service cost inquiry.
12968,4305,5842,247,Thillai Nagar,2024-08-30,Complaint,Engine Vibration,Low,16,Excessive engine vibration observed.
12969,4305,5842,254,Thillai Nagar,2025-08-05,Complaint,Suspension Noise,Low,20,Noise noticed while crossing speed breakers.
12970,4305,5842,248,Thillai Nagar,2025-06-21,Complaint,Battery Issue,Medium,24,Customer reports reduced battery performance.
12971,4305,5842,254,Thillai Nagar,2026-04-29,Complaint,Exhaust Heating,Low,21,Exhaust section becoming unusually hot during rides.
12972,4306,5844,275,Woraiyur,2026-03-11,General Query,AMC Plan Details,Low,14,Customer requested information regarding amc plan details.
12973,4306,5843,276,Woraiyur,2024-08-12,Service Inquiry,Wheel Alignment,Medium,7,Customer contacted branch regarding wheel alignment.
12974,4306,5843,275,Woraiyur,2025-03-06,Service Inquiry,Engine Inspection,Medium,25,Customer contacted branch regarding engine inspection.
12975,4307,5845,73,RS Puram,2026-03-09,Service Inquiry,Wheel Alignment,Medium,23,Customer contacted branch regarding wheel alignment.
12976,4308,5846,213,Ammapet,2025-09-20,Follow Up,Repair Status Check,Medium,21,Customer requested update regarding repair status check.
12977,4308,5846,209,Ammapet,2024-06-12,Complaint,Battery Drain,Low,11,Customer reports frequent battery discharge.
12978,4309,5847,213,Ammapet,2025-09-06,Complaint,Self Start Problem,Low,14,Self start mechanism not responding consistently.
12979,4309,5847,216,Ammapet,2024-08-19,Service Inquiry,Chain Adjustment,Low,18,Customer contacted branch regarding chain adjustment.
12980,4309,5847,209,Ammapet,2024-12-25,Complaint,Tyre Wear,Low,8,Uneven tyre wear observed.
12981,4309,5847,213,Ammapet,2026-01-20,Complaint,Battery Issue,Medium,8,Battery not retaining charge properly.
12982,4310,5848,241,Srirangam,2024-12-15,Complaint,Engine Vibration,Low,17,Excessive engine vibration observed.
12983,4310,5849,243,Srirangam,2025-04-15,Service Inquiry,Chain Adjustment,Low,14,Customer contacted branch regarding chain adjustment.
12984,4310,5848,240,Srirangam,2025-02-06,Complaint,Tyre Wear,Low,8,Uneven tyre wear observed.
12985,4311,5850,43,T Nagar,2024-08-28,Service Inquiry,Chain Adjustment,Medium,12,Customer contacted branch regarding chain adjustment.
12986,4311,5851,51,T Nagar,2025-11-29,Complaint,Self Start Problem,Low,22,Self start system requires checking.
12987,4311,5850,45,T Nagar,2025-07-01,General Query,Roadside Assistance,Low,4,Customer requested information regarding roadside assistance.
12988,4311,5850,48,T Nagar,2026-05-24,Complaint,Engine Vibration,Low,2,Excessive engine vibration observed.
12989,4312,5852,112,Singanallur,2024-08-18,Complaint,Headlight Failure,Low,11,Headlamp requires inspection.
12990,4312,5852,102,Singanallur,2024-11-16,Service Inquiry,Brake Inspection,Medium,9,Customer contacted branch regarding brake inspection.
12991,4312,5852,110,Singanallur,2024-10-15,Service Inquiry,Brake Inspection,Low,21,Customer contacted branch regarding brake inspection.
12992,4313,5853,84,Peelamedu,2025-02-17,Complaint,Engine Overheating,High,6,Vehicle becoming excessively hot after continuous usage.
12993,4313,5854,80,Peelamedu,2024-06-08,Follow Up,Service Status Check,Medium,13,Customer requested update regarding service status check.
12994,4313,5854,78,Peelamedu,2024-12-09,Complaint,Headlight Failure,Low,23,Customer reports lighting issue.
12995,4313,5853,81,Peelamedu,2025-12-04,Complaint,Oil Leakage,Medium,22,Customer reports oil dripping after parking.
12996,4314,5855,180,Fairlands,2025-10-13,Complaint,Clutch Issue,Low,15,Customer reports clutch operation issue.
12997,4314,5855,184,Fairlands,2025-06-15,Service Inquiry,Brake Inspection,Medium,6,Customer contacted branch regarding brake inspection.
12998,4314,5855,188,Fairlands,2026-05-22,Service Inquiry,Wheel Alignment,Medium,18,Customer contacted branch regarding wheel alignment.
12999,4314,5855,183,Fairlands,2025-08-19,Service Inquiry,Periodic Service,Low,13,Customer contacted branch regarding periodic service.
13000,4314,5855,192,Fairlands,2024-07-08,Complaint,Electrical Fault,Low,10,Customer reports intermittent electrical issues.
13001,4315,5856,44,T Nagar,2024-11-04,Complaint,Low Mileage,Low,18,Mileage lower than expected.
13002,4315,5856,51,T Nagar,2026-05-01,Complaint,Oil Leakage,Medium,22,Customer reports oil dripping after parking.
13003,4315,5856,50,T Nagar,2024-11-27,Complaint,Tyre Wear,Low,21,Tyre replacement may be required.
13004,4315,5856,50,T Nagar,2024-08-09,Complaint,Oil Leakage,Medium,17,Oil leakage observed beneath vehicle.
13005,4315,5857,43,T Nagar,2024-06-01,General Query,Service Center Location,Low,3,Customer requested information regarding service center location.
13006,4316,5858,81,Peelamedu,2026-05-02,Complaint,Oil Leakage,Medium,9,Oil leakage observed beneath vehicle.
13007,4317,5859,83,Peelamedu,2026-01-05,Service Inquiry,Engine Inspection,Low,8,Customer contacted branch regarding engine inspection.
13008,4318,5860,2,Anna Nagar,2026-01-10,Complaint,Battery Drain,Low,3,Battery losing charge within short periods.
13009,4318,5861,10,Anna Nagar,2025-04-07,Service Inquiry,General Checkup,Low,9,Customer contacted branch regarding general checkup.
13010,4318,5860,5,Anna Nagar,2026-01-11,Service Inquiry,Brake Inspection,Medium,20,Customer contacted branch regarding brake inspection.
13011,4318,5860,2,Anna Nagar,2026-01-01,Complaint,Brake Failure,High,18,Customer reports brake performance concerns.
13012,4319,5862,228,Omalur,2025-11-17,Complaint,Headlight Failure,Low,14,Customer reports lighting issue.
13013,4319,5862,228,Omalur,2026-03-06,Complaint,Electrical Fault,Low,6,Customer reports intermittent electrical issues.
13014,4319,5862,231,Omalur,2026-01-25,Service Inquiry,Brake Inspection,Low,8,Customer contacted branch regarding brake inspection.
13015,4320,5864,68,RS Puram,2025-03-08,Complaint,Tyre Wear,Low,17,Customer concerned about tyre condition.
13016,4320,5864,67,RS Puram,2026-01-03,General Query,Roadside Assistance,Low,17,Customer requested information regarding roadside assistance.
13017,4320,5864,71,RS Puram,2026-01-19,Service Inquiry,Engine Inspection,Medium,12,Customer contacted branch regarding engine inspection.
13018,4320,5864,72,RS Puram,2024-07-25,Service Inquiry,Wheel Alignment,Low,5,Customer contacted branch regarding wheel alignment.
13019,4320,5864,67,RS Puram,2026-01-13,Complaint,Battery Issue,Medium,2,Customer reports reduced battery performance.
13020,4321,5865,213,Ammapet,2025-09-15,Complaint,Tyre Wear,Low,24,Customer concerned about tyre condition.
13021,4321,5865,215,Ammapet,2025-08-02,Complaint,Engine Overheating,High,2,Engine temperature rises significantly in traffic conditions.
13022,4321,5865,210,Ammapet,2025-07-06,General Query,AMC Plan Details,Low,5,Customer requested information regarding amc plan details.
13023,4322,5866,157,Thirunagar,2024-11-14,Complaint,Engine Vibration,Low,6,Customer reports unusual vibration while riding.
13024,4322,5867,161,Thirunagar,2025-11-22,Complaint,Tyre Wear,Low,11,Tyre replacement may be required.
13025,4322,5867,160,Thirunagar,2025-10-05,Complaint,Engine Overheating,High,10,Customer reports engine overheating during long rides.
13026,4323,5868,44,T Nagar,2025-02-22,Complaint,Brake Noise,Medium,2,Noise heard while applying brakes.
13027,4323,5868,43,T Nagar,2024-12-23,Complaint,Engine Overheating,High,4,Engine temperature rises significantly in traffic conditions.
13028,4324,5869,171,Tallakulam,2025-06-09,Service Inquiry,Periodic Service,Medium,14,Customer contacted branch regarding periodic service.
13029,4324,5869,170,Tallakulam,2024-10-28,Service Inquiry,Engine Inspection,Low,11,Customer contacted branch regarding engine inspection.
13030,4324,5869,174,Tallakulam,2026-05-08,Service Inquiry,Battery Check,Medium,5,Customer contacted branch regarding battery check.
13031,4324,5869,167,Tallakulam,2025-08-31,Service Inquiry,Periodic Service,Medium,18,Customer contacted branch regarding periodic service.
13032,4324,5869,176,Tallakulam,2026-05-03,Complaint,Tyre Wear,Low,4,Tyre replacement may be required.
13033,4325,5870,201,Hasthampatti,2024-10-04,Complaint,Wheel Alignment Issue,Low,8,Customer reports alignment concern.
13034,4325,5871,198,Hasthampatti,2024-08-28,Complaint,Battery Issue,Medium,2,Battery discharge observed frequently.
13035,4325,5870,203,Hasthampatti,2025-09-22,Complaint,Fuel Leakage,High,23,Possible fuel system leakage reported.
13036,4325,5870,194,Hasthampatti,2025-12-25,General Query,Service Center Location,Low,14,Customer requested information regarding service center location.
13037,4325,5870,199,Hasthampatti,2024-12-09,Follow Up,Repair Status Check,Medium,5,Customer requested update regarding repair status check.
13038,4326,5872,216,Ammapet,2025-09-11,Service Inquiry,Oil Change,Low,19,Customer contacted branch regarding oil change.
13039,4326,5872,215,Ammapet,2024-11-30,Complaint,Fuel Leakage,High,22,Possible fuel system leakage reported.
13040,4327,5873,42,Porur,2025-01-29,Service Inquiry,Engine Inspection,Low,22,Customer contacted branch regarding engine inspection.
13041,4327,5873,36,Porur,2024-06-26,Complaint,Exhaust Heating,Low,22,Customer reports excessive heat near exhaust area.
13042,4327,5873,41,Porur,2026-04-02,Complaint,Electrical Fault,Low,11,Vehicle experiencing electrical irregularities.
13043,4327,5873,42,Porur,2024-11-30,Service Inquiry,Chain Adjustment,Low,12,Customer contacted branch regarding chain adjustment.
13044,4327,5873,36,Porur,2024-07-11,Complaint,Clutch Issue,Low,19,Clutch response not smooth.
13045,4328,5874,67,RS Puram,2024-12-22,Follow Up,Repair Status Check,Medium,14,Customer requested update regarding repair status check.
13046,4328,5874,69,RS Puram,2025-10-26,Complaint,Electrical Fault,Low,25,Customer reports intermittent electrical issues.
13047,4328,5874,74,RS Puram,2024-08-26,General Query,Service Cost Inquiry,Low,18,Customer requested information regarding service cost inquiry.
13048,4328,5874,74,RS Puram,2025-04-23,Complaint,Self Start Problem,Low,19,Customer reports difficulty starting vehicle.
13049,4328,5874,71,RS Puram,2024-09-06,Complaint,Wheel Alignment Issue,Low,17,Wheel alignment inspection requested.
13050,4329,5875,143,Mattuthavani,2024-07-05,Service Inquiry,Wheel Alignment,Low,13,Customer contacted branch regarding wheel alignment.
13051,4329,5875,149,Mattuthavani,2024-09-29,Complaint,Brake Noise,Medium,19,Noise heard while applying brakes.
